Name	tone	stress	syllabic	short	long	consonantal	sonorant	continuant	delayedRelease	approximant	tap	trill	nasal	lateral	labial	round	labiodental	coronal	anterior	distributed	strident	dorsal	high	low	front	back	tense	retractedTongueRoot	advancedTongueRoot	periodicGlottalSource	epilaryngealSource	spreadGlottis	constrictedGlottis	fortis	raisedLarynxEjective	loweredLarynxImplosive	click
ɕː	0	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	+1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ʑː	0	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	+1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
jˤ	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	+1	+1	-1	+1	-1	-1	-1	-1	-1	-1	-1
pˤ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1
wˤ	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	+1	+1	-1	+1	-1	-1	-1	-1	-1	-1	-1
dʷʲ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɻʲ	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɻʷ	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
βʷ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
cʷʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	+1	-1	+1	-1	+1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
dzʷ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	+1	+1	-1	+1	+1	-1	+1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɟʷ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	+1	-1	+1	-1	+1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
tʷʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	+1	-1	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
k̰	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
q̰	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	-1	+1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
rʱ	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	+1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
ö	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	0	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ü	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	0	0	-1	-1	+1	-1	-1	-1	0	-1	-1	0
tʲʼ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
p̰	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
t̰	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
ts̰	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	-1	0	0	0	0	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
t̠ʃ̰	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
lʼ	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	-1	-1	+1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
mʼ	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
nʼ	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
ɹˤ	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	-1	-1	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1	-1	-1
ɹ̰ˤ	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	-1	-1	0	0	0	0	0	+1	-1	+1	-1	-1	+1	-1	-1	-1	-1
wʼ	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	+1	0	0	-1	-1	-1	+1	-1	+1	-1	-1
yʼ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	+1	-1	+1	-1	-1	-1	-1	-1	+1	0	+1	-1	0
ʕʷ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	+1	-1	+1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ʕʷʼ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	+1	-1	+1	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
ʕʼ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	+1	0	0	0	-1	-1	-1	+1	-1	+1	-1	-1
bʱ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
d̪ʱ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
d̠ʒʱ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	+1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
ɗʱ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	+1	-1
ɡʱ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
jʱ	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	+1	0	0	+1	-1	+1	-1	-1	-1	-1	-1
mʱ	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
nʱ	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
ɾʱ	0	-1	-1	-1	-1	+1	+1	+1	0	+1	+1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
wʱ	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	+1	0	0	+1	-1	+1	-1	-1	-1	-1	-1
ɾ̥	0	-1	-1	-1	-1	+1	+1	+1	0	+1	+1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
cʲ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
cʷ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	+1	-1	+1	-1	+1	-1	+1	+1	-1	+1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ɟʲ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ɟʱ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
ɽʱ	0	-1	-1	-1	-1	+1	+1	+1	0	+1	+1	-1	-1	-1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
dʱ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
dzʱ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
wʲ	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	+1	-1	+1	0	0	+1	-1	-1	-1	-1	-1	-1	-1
pʷʰ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
tsʷ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	+1	+1	-1	+1	+1	-1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ʉ̃	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	+1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
ʡ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	+1	-1	-1	-1	-1	-1	-1
a̤ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	-1	0	-1	-1	+1	-1	+1	-1	0	-1	-1	0
æ̤	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	+1	-1	0	-1	-1	+1	-1	+1	-1	0	-1	-1	0
æ̤ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	+1	-1	0	-1	-1	+1	-1	+1	-1	0	-1	-1	0
ɛ̤ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1	+1	-1	+1	-1	0	-1	-1	0
i̤ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	+1	-1	-1	+1	-1	+1	-1	0	-1	-1	0
o̤ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	+1	-1	-1	+1	-1	+1	-1	0	-1	-1	0
ɔ̤ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	-1	-1	-1	+1	-1	+1	-1	0	-1	-1	0
ɵ̤	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	-1	+1	-1	-1	+1	-1	+1	-1	0	-1	-1	0
ɵ̤ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	-1	+1	-1	-1	+1	-1	+1	-1	0	-1	-1	0
ṳː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	+1	-1	-1	+1	-1	+1	-1	0	-1	-1	0
ʊ̤	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	-1	-1	-1	+1	-1	+1	-1	0	-1	-1	0
ʊ̤ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	-1	-1	-1	+1	-1	+1	-1	0	-1	-1	0
ɖʱ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
vʱ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	+1	-1	+1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
k̰ʷ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
q̰ʷ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
s̰	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	-1	0	0	0	0	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
b̻	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	+1	0	+1	0	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
k̻	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	0	+1	0	+1	+1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
p̻	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	-1	-1	+1	0	+1	0	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
n̺	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
o˞	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	+1	+1	+1	+1	+1	-1	-1	-1	+1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
r̺	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	+1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
s̺	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
t̺s̺	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
c̰	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
˧˦˧	+1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e̝	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	0	-1	+1	-1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
o̝	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	0	-1	-1	+1	+1	-1	-1	+1	-1	-1	-1	0	-1	-1	0
lʱ	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	-1	-1	+1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
ɳʱ	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	+1	-1	-1	-1	-1	-1
ɑ̤	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	+1	0	-1	-1	+1	-1	+1	-1	0	-1	-1	0
ɑ̤ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	+1	0	-1	-1	+1	-1	+1	-1	0	-1	-1	0
e̤ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	+1	-1	+1	-1	-1	+1	-1	+1	-1	0	-1	-1	0
ɤ̤ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	-1	+1	+1	-1	-1	+1	-1	+1	-1	0	-1	-1	0
ɯ̤ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	+1	+1	-1	-1	+1	-1	+1	-1	0	-1	-1	0
ʌ̤ː	0	-1	+1	-1	+1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	-1	+1	-1	-1	-1	+1	-1	+1	-1	0	-1	-1	0
r̰	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	+1	-1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
ʕ̰	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	+1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
ʕ̰ʷ	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	+1	-1	+1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
mʷˠː	0	-1	-1	-1	+1	+1	+1	-1	0	-1	-1	-1	+1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
pʷˠ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
pʷˠː	0	-1	-1	-1	+1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ɻː	0	-1	-1	-1	+1	+1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
w̥	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	+1	0	0	-1	-1	-1	-1	-1	-1	-1	-1
ɡ̰	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
ɟ̰̩	0	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	-1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
r̃	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	+1	+1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ts̪	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
f̰	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	+1	-1	+1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
θ̰	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	+1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
ɹ̝	0	-1	-1	-1	-1	-1	+1	+1	+1	+1	-1	-1	-1	-1	-1	0	0	+1	-1	+1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
t̰s̰	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	-1	0	0	0	0	0	0	0	+1	-1	-1	+1	-1	-1	-1	-1
˧˨˧	+1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ʃ̺	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
t̠ʃ̺ʰ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	+1	-1	0	0	0	0	0	0	0	-1	-1	+1	-1	-1	-1	-1	-1
dzʲ	0	-1	-1	-1	-1	+1	-1	-1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	+1	-1	+1	+1	+1	-1	+1	-1	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ṵ̃	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	+1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	+1	-1	-1	+1	-1	-1	+1	0	-1	-1	0
ⱱ̟	0	-1	-1	-1	-1	+1	+1	+1	0	+1	+1	-1	-1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
ˀj̰	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	+1	0	0	+1	-1	-1	+1	-1	-1	-1	-1
ˀw̰	0	-1	-1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	+1	0	0	+1	-1	-1	+1	-1	-1	-1	-1
aˀ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	+1	-1	-1	0	-1	-1	+1	-1	-1	+1	0	-1	-1	0
eˀ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	-1	-1	+1	-1	+1	-1	-1	+1	-1	-1	+1	0	-1	-1	0
iˀ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	+1	+1	-1	+1	-1	+1	-1	-1	+1	-1	-1	+1	0	-1	-1	0
k͉ʷ	0	-1	-1	-1	-1	+1	-1	-1	-1	-1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
l͉	0	-1	-1	-1	-1	+1	+1	+1	0	+1	-1	-1	-1	+1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
m͉	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	+1	-1	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
n͉	0	-1	-1	-1	-1	+1	+1	-1	0	-1	-1	-1	+1	-1	-1	0	0	+1	+1	-1	-1	-1	0	0	0	0	0	0	0	+1	-1	-1	-1	-1	-1	-1	-1
oˀ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	-1	-1	-1	+1	+1	-1	-1	+1	-1	-1	+1	0	-1	-1	0
ʂ͉	0	-1	-1	-1	-1	+1	-1	+1	+1	-1	-1	-1	-1	-1	-1	0	0	+1	-1	-1	+1	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1
uˀ	0	-1	+1	-1	-1	-1	+1	+1	0	+1	-1	-1	-1	-1	+1	+1	-1	-1	0	0	0	+1	+1	-1	-1	+1	+1	-1	-1	+1	-1	-1	+1	0	-1	-1	0
